0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.07207773700840314,0.283578994007746,0.6310646991340375,1.110304120156669,1.7155686420740783,2.4398003639953827,3.2748122969503095,4.211509957227022,5.240123783906628,6.3504421986823285,19.7710945664882,32.57166770455977,42.20112044240245,48.997888566549705,53.81560938513971,57.33155238881194,59.9916524720179,62.07649459265397,63.76251241082053,71.99143616329862,75.14490136415405,76.75386607226184,77.68741256071337,78.27512998624964,78.66729017577453,78.94085618142063,79.13857108669805,79.2856679230838
0.018201358330495705,0.07207773700838772,0.1606282108929282,0.28357899400788406,0.44055138695756507,0.6310646991340678,0.8545399246727965,1.1103041201567292,1.3975954230356786,1.715568642073273,6.350442198680961,12.765997582537661,19.771094566490245,26.518763842151895,32.57166770456131,37.79063294889147,42.20112044239865,45.89891824691688,48.99788856654672,63.762512410823525,69.06739055378506,71.99143616329707,73.86135067719216,75.14490136415304,76.06756755762596,76.75386607226959,77.27815388911462,77.68741256070179
0.007979853132727751,0.03229496069843133,0.0720777370087832,0.127273426788272,0.19780611591467948,0.2835789940088813,0.3844746880103552,0.5003556646400062,0.6310646991342611,0.77642540733909,2.984711316583941,6.350442198681915,10.507989735242356,15.086271865132526,19.771094566490934,24.33266437539008,28.625208934176438,32.57166770455133,36.144215958596554,56.27258769839916,63.762512410837694,67.68777847691499,70.2083702326177,71.99143616330086,73.31900911193149,74.34024557417462,75.1449013641572,75.79107835483664
0.00432228536579656,0.018201358330464858,0.040792336063741455,0.07207773700838772,0.11203333587159316,0.1606282108929282,0.21782480405171634,0.28357899400773057,0.35784018151177277,0.44055138695888035,1.715568642073899,3.731047938383911,6.350442198680961,9.415279206055475,12.765997582537661,16.257982806945954,19.77109456649305,23.21311957988842,26.518763842150094,48.99788856654922,58.747992597234955,63.762512410823525,66.88093473886885,69.06739055378506,70.70875052403815,71.99143616329849,73.02032930770932,73.86135067718945
0.002592960839539415,0.011603549055426873,0.02619314830000186,0.04635454075624529,0.07207773700824906,0.10334998852904156,0.14015580359808877,0.18247696661707222,0.23029256077533602,0.2835789940081326,1.110304120154424,2.439800363994957,4.211509957228511,6.350442198682003,8.774467516569553,11.401136599881482,14.153178178859493,16.962272223918585,19.77109456649017,42.201120442399976,53.81560938514338,59.99165247202502,63.76251241082409,66.3503543837357,68.27325843012132,69.77626533685836,70.98983917625375,71.99143616331035
0.0016339522861451977,0.007979853132542628,0.01820135833061396,0.03229496069843133,0.0502558139704624,0.0720777370087832,0.0977532191626232,0.1272734267880463,0.16062821089323073,0.19780611591529423,0.7764254073382191,1.715568642075087,2.984711316583941,4.544665715471531,6.350442198681915,8.354202928483847,10.507989735239127,12.765997582536478,15.086271865130685,36.14421595859959,48.997888566545605,56.27258769839916,60.74013332938246,63.762512410837694,65.97452711524221,67.6877784769131,69.06739055378421,70.2083702326134
0.0010439139171098879,0.005771148916443867,0.01334634368388156,0.02376759123145628,0.03703226095801073,0.05313700032699911,0.07207773700833713,0.0938496814708744,0.11844733003626155,0.1458644683828988,0.5732417420210723,1.2706624880472115,2.221195911954194,3.4026222327220514,4.788681796989821,6.350442198680266,8.05766153639392,9.880044119040324,11.788313072131402,30.9253939692683,44.394144364979105,52.59679975719976,57.755961070549866,61.24029691060537,63.76251241082278,65.69422947662595,67.23780391240719,68.50980717182303
0.0006533234934407334,0.004322285365673137,0.010172005605693533,0.018201358330387742,0.02840879317771449,0.04079233606349479,0.0553495901490632,0.07207773700840314,0.09097353800496698,0.1120333358720704,0.4405513869594157,0.9784314964349042,1.7155686420740783,2.638509213229777,3.7310479383839965,4.974906234692882,6.3504421986823285,7.837345661960715,9.415279206052654,26.518763842152886,40.09181104167984,48.997888566549705,54.795701742148474,58.74799259723316,61.59823351725417,63.76251241082053,65.47708731445384,66.88093473886376
0.00038031032660827354,0.0033184685758750783,0.007979853132556343,0.01436375613076154,0.022469204571667272,0.0322949606983217,0.04383952247389533,0.05710112416242859,0.07207773700796151,0.08876707001952097,0.3491705568884524,0.7764254073382059,1.364142862228513,2.1037328177248025,2.9847113165827928,3.995059059249393,5.121609121490498,6.350442198682892,7.667269600736482,22.836430365382977,36.14421595859307,45.5197066317459,51.869476868249095,56.272587698405076,59.45812572707657,61.867103137922676,63.762512410833516,65.30388947474512
0.00018129128341071252,0.002592960839527072,0.006400535991232273,0.01160354905538985,0.01820135833052347,0.026193148299878486,0.03557792988514042,0.046354540756306954,0.058521645693887944,0.07207773700839697,0.2835789940088935,0.6310646991344763,1.110304120157164,1.7155686420744627,2.439800363994722,3.2748122969493454,4.211509957228126,5.240123783905569,6.350442198682285,19.77109456649428,32.571667704561186,42.2011204423992,48.99788856654756,53.81560938514459,57.33155238880884,59.991652472024,62.07649459266925,63.76251241082098
0.0005009803645407318,0.00018129128346008612,0.0012126154336248303,0.0025929608394530154,0.004322285365571312,0.006400535991355692,0.00882764881431069,0.011603549055488575,0.01472815106514573,0.01820135833041242,0.07207773700824906,0.16062821089286977,0.2835789940072857,0.4405513869593209,0.6310646991345982,0.8545399246722384,1.1103041201556914,1.3975954230356817,1.7155686420734013,6.350442198682003,12.765997582535723,19.771094566492852,26.518763842149013,32.5716677045629,37.790632948891265,42.20112044240082,45.89891824691973,48.99788856654419
0.0006508331926640466,0.00031234157387254085,0.00018129128341894143,0.0008300588101982201,0.001633952286013538,0.0025929608394735866,0.00370707144818865,0.00497626893950236,0.006400535991306324,0.007979853132575534,0.03229496069816817,0.07207773700872565,0.12727342678733214,0.19780611591572445,0.28357899400804254,0.38447468800968954,0.5003556646396761,0.6310646991343339,0.776425407338,2.9847113165838004,6.3504421986817325,10.50798973523962,15.086271865130152,19.771094566489168,24.332664375391644,28.625208934182595,32.57166770455663,36.144215958599275
0.0007112147137925447,0.0005009803646147934,0.00020347763082632795,0.00018129128346008612,0.0006533234933944461,0.0012126154336248303,0.0018591628578656762,0.002592960839539415,0.003414003771220316,0.004322285365707078,0.01820135833026435,0.04079233606361504,0.07207773700824906,0.11203333587203654,0.16062821089286977,0.21782480405171326,0.2835789940081326,0.3578401815118525,0.44055138695925966,1.7155686420746412,3.7310479383832647,6.350442198682003,9.415279206055658,12.765997582535723,16.257982806943915,19.77109456649017,23.2131195798792,26.51876384215272
0.0007427892315084694,0.0005955464109599296,0.0003924513690271546,0.0001335050599164551,0.0001812912834551488,0.0005519361490786611,0.0009784277464426725,0.0014607640059015627,0.001998942579133024,0.002592960839519667,0.01160354905517019,0.026193148299769927,0.0463545407562157,0.07207773700826879,0.1033499885291204,0.14015580359816757,0.18247696661702797,0.2302925607749527,0.28357899400820624,1.1103041201563504,2.439800363996026,4.211509957227313,6.350442198681552,8.774467516568716,11.401136599887893,14.15317817885133,16.96227222391848,19.771094566489996
0.0007618995730715331,0.000650833192713421,0.0005009803646230223,0.00031234157387254085,8.491743996469433e-05,0.00018129128341894143,0.00048628370781481414,0.0008300588102805083,0.0012126154335836863,0.001633952286145197,0.007979853132427437,0.01820135833042887,0.03229496069816817,0.05025581397070079,0.07207773700872565,0.09775321916250818,0.1272734267878246,0.1606282108933168,0.19780611591587197,0.7764254073379838,1.7155686420745855,2.9847113165838004,4.544665715470866,6.3504421986817325,8.354202928486863,10.507989735241452,12.765997582532911,15.086271865131163
0.0007745999360992202,0.000686524262817131,0.0005699523380760179,0.0004248844370394927,0.00025132090751596925,4.926216963223103e-05,0.00018129128346361286,0.00044033888645133716,0.0007278800012775381,0.0010439139170746216,0.0057711489165567075,0.013346343683927396,0.02376759123156203,0.03703226095779224,0.053137000326911044,0.07207773700823498,0.09384968147091664,0.11844733003652545,0.14586446838299022,0.573241742019995,1.270662488047442,2.2211959119538944,3.4026222327227456,4.788681796992395,6.350442198679415,8.05766153639369,9.880044119039795,11.78831307213303
0.0007836057417090863,0.0007112147138666063,0.0006170061984503183,0.0005009803645901061,0.00036313742397228326,0.00020347763081398447,2.2001281911435346e-05,0.00018129128341071252,0.0004063996833996033,0.0006533234933944461,0.004322285365670051,0.010172005605712044,0.01820135833052347,0.028408793177529444,0.04079233606349171,0.055349590148939906,0.07207773700839697,0.09097353800470824,0.11203333587182718,0.4405513869592352,0.97843149643501,1.7155686420744627,2.6385092132297006,3.731047938383299,4.974906234693681,6.350442198682285,7.8373456619634405,9.41527920605348
0.0007903024248083349,0.0007291870759499265,0.0006508331925927282,0.0005552408853593433,0.00044241029128182815,0.00031234157384511086,0.0001650349233155907,4.905564113225769e-07,0.0001812912834573432,0.00038031032667136164,0.0033184685757982786,0.007979853132663299,0.014363756130788958,0.02246920457146163,0.03229496069836006,0.04383952247398301,0.057101124162653234,0.07207773700805187,0.08876707001956749,0.3491705568872565,0.7764254073382163,1.3641428622284832,2.1037328177249703,2.9847113165817047,3.9950590592501856,5.121609121490678,6.35044219868298,7.667269600737013
0.0007954658368849473,0.0007427892315677189,0.0006761493976669324,0.0005955464109796792,0.0005009803645703566,0.0003924513690271546,0.00026995955232350145,0.00013350505989670556,1.6911945510445876e-05,0.0001812912834551488,0.0025929608395394155,0.006400535991385314,0.01160354905532815,0.018201358330234743,0.02619314829967123,0.035577929885192226,0.04635454075635382,0.058521645693584666,0.07207773700844627,0.2835789940080492,0.6310646991348347,1.1103041201565629,1.7155686420737022,2.4398003639961767,3.2748122969492512,4.2115099572289445,5.240123783904985,6.350442198682747
